,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.1304647751885461,0.0,0.19434425980034087,0.8056557401996591,0.31276076851855245,0.00869196899602305,0.51693627749371,0.474371753510267,0.4996875353104224,0.34964948056164274,0.32900003043584125,0.321350489002516,0.4996875353104224,0.34964948056164274,0.32900003043584125,0.321350489002516,0.31276076851855245,0.00869196899602305,0.51693627749371,0.474371753510267,0.1304647751885461,0.0,0.19434425980034087,0.8056557401996591,245,173,72,0.4161849710982659
1,0.4991322577543157,0.3956507182858534,0.3389525505234965,0.2653967311906501,0.4909682610868274,0.40010956902848793,0.30766260348186025,0.2922278274896518,0.5110906713546006,0.3910511017774531,0.35323266678841003,0.25571623143413685,0.5110906713546006,0.3910511017774531,0.35323266678841003,0.25571623143413685,0.4909682610868274,0.40010956902848793,0.30766260348186025,0.2922278274896518,0.4991322577543157,0.3956507182858534,0.3389525505234965,0.2653967311906501,915,114,801,7.026315789473684
2,0.5876248194352313,0.1949401518453938,0.7439924803836094,0.061067367770996805,0.5004430782774923,0.004356927492008137,0.884796843214182,0.11084622929380994,0.3954633713409626,0.003158148067422261,0.729775138041267,0.26706671389131065,0.3954633713409626,0.003158148067422261,0.729775138041267,0.26706671389131065,0.5004430782774923,0.004356927492008137,0.884796843214182,0.11084622929380994,0.5876248194352313,0.1949401518453938,0.7439924803836094,0.061067367770996805,790,301,489,1.6245847176079735
3,0.6734455988194373,0.8010396376105836,0.11389472242512783,0.08506563996428862,0.6638385653171802,0.7759858676243812,0.13863398871844818,0.08538014365717068,0.69185530920616,0.7974228451424398,0.17456476747017288,0.028012387387387386,0.69185530920616,0.7974228451424398,0.17456476747017288,0.028012387387387386,0.6638385653171802,0.7759858676243812,0.13863398871844818,0.08538014365717068,0.6734455988194373,0.8010396376105836,0.11389472242512783,0.08506563996428862,565,356,209,0.5870786516853933
4,0.7163866967112401,0.8292156176446717,0.10625405811216622,0.06453032424316209,0.7170519585540956,0.8254935678922165,0.10645189108026946,0.068054541027514,0.7217757652309518,0.8390679530882234,0.09188834104374645,0.06904370586803019,0.7217757652309518,0.8390679530882234,0.09188834104374645,0.06904370586803019,0.7170519585540956,0.8254935678922165,0.10645189108026946,0.068054541027514,0.7163866967112401,0.8292156176446717,0.10625405811216622,0.06453032424316209,291,1,290,290.0
5,0.525489335970396,0.4217204110821132,0.2648571238996771,0.3134224650182097,0.533150954458037,0.39568496483390103,0.3625130859173412,0.24180194924875775,0.5403104148714133,0.4409548664867814,0.2840141696524675,0.2750309638607511,0.5403104148714133,0.4409548664867814,0.2840141696524675,0.2750309638607511,0.533150954458037,0.39568496483390103,0.3625130859173412,0.24180194924875775,0.525489335970396,0.4217204110821132,0.2648571238996771,0.3134224650182097,950,384,566,1.4739583333333333
6,0.7661491778409846,0.5700949825986079,0.37762289733178656,0.052282120069605566,0.7661491778409846,0.5700949825986079,0.37762289733178656,0.052282120069605566,0.7661491778409846,0.5700949825986079,0.37762289733178656,0.052282120069605566,0.7661491778409846,0.5700949825986079,0.37762289733178656,0.052282120069605566,0.7661491778409846,0.5700949825986079,0.37762289733178656,0.052282120069605566,0.7661491778409846,0.5700949825986079,0.37762289733178656,0.052282120069605566,2223,1044,1179,1.1293103448275863
7,0.3208591988252967,0.031057239672104536,0.4474715424884344,0.521471217839461,0.37714098737073126,0.09962792184075968,0.4452509942374807,0.4551210839217596,0.3452220951074927,0.09951632375618862,0.3825239935881828,0.5179596826556286,0.3452220951074927,0.09951632375618862,0.3825239935881828,0.5179596826556286,0.37714098737073126,0.09962792184075968,0.4452509942374807,0.4551210839217596,0.3208591988252967,0.031057239672104536,0.4474715424884344,0.521471217839461,3412,1126,2286,2.0301953818827707
8,0.423693790171299,0.31251902240077917,0.2347884201769337,0.45269255742228715,0.5267106384993745,0.3509861212563915,0.37369886778670564,0.27531501095690286,0.5748433698001377,0.43437398547195843,0.4084375760896031,0.15718843843843844,0.5748433698001377,0.43437398547195843,0.4084375760896031,0.15718843843843844,0.5267106384993745,0.3509861212563915,0.37369886778670564,0.27531501095690286,0.423693790171299,0.31251902240077917,0.2347884201769337,0.45269255742228715,901,326,575,1.7638036809815951
9,0.3743789894828667,0.039801203230257286,0.6326292508724941,0.3275695458972486,0.38227844299024244,0.04487511159808457,0.6586556996185374,0.29646918878337797,0.48898865578668327,0.08705157860563266,0.7477515522279036,0.16519686916646376,0.48898865578668327,0.08705157860563266,0.7477515522279036,0.16519686916646376,0.38227844299024244,0.04487511159808457,0.6586556996185374,0.29646918878337797,0.3743789894828667,0.039801203230257286,0.6326292508724941,0.3275695458972486,757,362,395,1.091160220994475
